"score_total","score_temas","score_proced","score_tutela","score_valor","processo","data","ano","comarca","vara","magistrado","resultado_dispositivo","valor_indenizacao","tem_protesto","tem_duplicata","tem_rel_juridica","tem_contrato","tem_tutela_deferida","dispositivo_trecho","dispositivo_txt"
3,2,0,0,1,"10005627220208260169","07/11/2020",2020,"Duartina","Vara Única","Luciano Siqueira de Pretto","parcial",8000,TRUE,TRUE,FALSE,FALSE,FALSE,"JULGO PARCIALMENTE PROCEDENTE o pedido inicial, e o faço para, confirmada a tutela de urgência (fls. 38-40), (1) declarar a inexistência da relação jurídica entre as partes, e por conseguinte, a inexigibilidade da duplica mercantil e do respectivo protesto; e (2) condenar a ré a pagar à autora a quantia de R$ 8.000,00 (oito mil reais), a título de indenização por dano moral, com atualização monetária (Tabela Prática do TJSP) desde o arbitramento e juros moratórios (1% ao mês) desde a datado evento danoso (data do apontamento 02/07/2020 fl. 29). Sucumbente, condeno a requerida ao pagamento das ","JULGO PARCIALMENTE PROCEDENTE o pedido inicial, e o faço para, confirmada a tutela de urgência (fls. 38-40), (1) declarar a inexistência da relação jurídica entre as partes, e por conseguinte, a inexigibilidade da duplica mercantil e do respectivo protesto; e (2) condenar a ré a pagar à autora a quantia de R$ 8.000,00 (oito mil reais), a título de indenização por dano moral, com atualização monetária (Tabela Prática do TJSP) desde o arbitramento e juros moratórios (1% ao mês) desde a datado evento danoso (data do apontamento 02/07/2020 fl. 29). Sucumbente, condeno a requerida ao pagamento das custas, despesas processuais e honorários advocatícios que, nos termos do art. 85, §2º, do Código de Processo Civil, fixo em 15% (quinze por cento) do valor atualizado da condenação. Não há sucumbência da autora em razão da fixação do dano moral aquém do pedido, a teor do enunciado sumular n. 326 do Superior Tribunal de Justiça e precedentes deste e. TJSP (Apelação n. 1002168-75.2015.8.26.0666, Relator(a): José Wagner de Oliveira Melatto Peixoto; Comarca: Artur Nogueira; Órgão julgador: 15ª Câmara de Direito "
3,2,0,0,1,"10149573820238260016","19/08/2024",2024,"SÃO PAULO","2ª Vara do Juizado Especial Cível - Vergueiro","GUILHERME FERFOGLIA GOMES DIAS","parcial",5952,TRUE,TRUE,FALSE,FALSE,FALSE,"JULGO PROCEDENTE O PEDIDO, para afastar o negócio jurídico (“contrato de figuração nº 56460”) e condenar a requerida à devolução de R$ 5.952,00, com correção monetária desde o desembolso e juros moratórios de 1% ao mês, desde a citação; para impor obrigação de não fazer à requerida, quanto à prática de qualquer ato de cobrança (judicial ou extrajudicial) com base neste contrato; e para condenar a requerida à devolução de R$ 5.000,00, com correção monetária desde hoje e juros moratórios de 1% ao mês, desde a citação. Expeça-se ofício ao Ministério Público, com cópia da sentença, para verificaçã","JULGO PROCEDENTE O PEDIDO, para afastar o negócio jurídico (“contrato de figuração nº 56460”) e condenar a requerida à devolução de R$ 5.952,00, com correção monetária desde o desembolso e juros moratórios de 1% ao mês, desde a citação; para impor obrigação de não fazer à requerida, quanto à prática de qualquer ato de cobrança (judicial ou extrajudicial) com base neste contrato; e para condenar a requerida à devolução de R$ 5.000,00, com correção monetária desde hoje e juros moratórios de 1% ao mês, desde a citação. Expeça-se ofício ao Ministério Público, com cópia da sentença, para verificação de eventual ilícito penal por parte dos representantes e funcionários da parte requerida. Sem condenação em custas e honorários advocatícios nesta instância, nos termos do art. 55 da Lei nº 9.099/1995. Eventual pedido de gratuidade judiciária formulado e não apreciado no decorrer do processo ou nesta sentença será analisado caso interposto recurso. Para tanto, deverá a parte recorrente justificar seu pedido demonstrando, por meio de documentação idônea, estar em situação que se enquadra nas hipóteses da Lei nº 1.060/1950, por meio da juntada de: i) cópia da carteira de trabalho e comprovante de rendimentos atual; ii) extratos bancários dos últimos dois meses de todas as contas bancárias registradas no CPF da parte recorrente, conforme comprovado mediante extrato do Sistema Registrato do Banco Central; iii) cópia das três últimas declarações do Imposto de Renda ou declaração de isenção assinada pela parte (sujeita às penas do crime de falsidade); e de iv) caso não junte holerite, deverá juntar declaração assinada de pró"
3,1,0,1,1,"10082010320228260451","25/02/2025",2025,"SÃO PAULO","40ª Vara Cível","RENAN AUGUSTO JACÓ MOTA","parcial",5000,TRUE,FALSE,FALSE,FALSE,TRUE,"JULGO PARCIALMENTE PROCEDENTES os pedidos iniciais, nos termos do artigo 487, I, do Código de Processo Civil, para, confirmada a tutela provisória anteriormente concedida, (i) declarar a inexigibilidade dos débitos indicados a fl. 41/44, determinando-se o cancelamento definitivo do protesto; e ii) condenar a ré ao pagamento de indenização por danos morais no valor de R$ 5.000,00, corrigido monetariamente pela Tabela Prática do E. Tribunal de Justiça de São Paulo desde o arbitramento e acrescidos de juros de mora de 1% ao mês, contados da citação. Em razão da sucumbência mínima e à luz da Súmul","JULGO PARCIALMENTE PROCEDENTES os pedidos iniciais, nos termos do artigo 487, I, do Código de Processo Civil, para, confirmada a tutela provisória anteriormente concedida, (i) declarar a inexigibilidade dos débitos indicados a fl. 41/44, determinando-se o cancelamento definitivo do protesto; e ii) condenar a ré ao pagamento de indenização por danos morais no valor de R$ 5.000,00, corrigido monetariamente pela Tabela Prática do E. Tribunal de Justiça de São Paulo desde o arbitramento e acrescidos de juros de mora de 1% ao mês, contados da citação. Em razão da sucumbência mínima e à luz da Súmula 326 do C. Superior Tribunal de Justiça, condeno a ré ao pagamento das despesas processuais e de honorários advocatícios, os quais fixo em 20% da condenação (a saber, o valor do débito declarado inexigível somado à verba indenizatória arbitrada). Sentença registrada eletronicamente. "
3,2,0,0,1,"10618468920238260100","02/02/2024",2024,"SÃO PAULO","4ª Vara Cível","REBECA UEMATSU TEIXEIRA","parcial",5000,TRUE,TRUE,FALSE,FALSE,FALSE,"JULGO PARCIALMENTE PROCEDENTES os pedidos, resolvendo o mérito nos termos do artigo 487, inciso I, do Código de Processo Civil, para: 1) declarar a nulidade do “contrato de figuração” (fls. 85) e do “termo de distrato” (fls. 44), bem como a inexigibilidade do débito descrito na inicial; 2) confirmar a tutela provisória deferida, cancelando o protesto indevido; 3) condenar as rés, solidariamente, ao pagamento de R$5.000,00 a título de indenização por danos morais, com correção monetária pela tabela prática do Tribunal de Justiça de São Paulo a contar da data da sentença e juros de mora de 1% ao","JULGO PARCIALMENTE PROCEDENTES os pedidos, resolvendo o mérito nos termos do artigo 487, inciso I, do Código de Processo Civil, para: 1) declarar a nulidade do “contrato de figuração” (fls. 85) e do “termo de distrato” (fls. 44), bem como a inexigibilidade do débito descrito na inicial; 2) confirmar a tutela provisória deferida, cancelando o protesto indevido; 3) condenar as rés, solidariamente, ao pagamento de R$5.000,00 a título de indenização por danos morais, com correção monetária pela tabela prática do Tribunal de Justiça de São Paulo a contar da data da sentença e juros de mora de 1% ao mês a partir da citação. Pela sucumbência, condeno as rés ao pagamento das custas, despesas processuais e honorários advocatícios, que fixo em 10% do valor da causa, nos termos do artigo 85, §2°, do Código de Processo Civil. P.I.C. São Paulo, 02 de fevereiro de 2024. DOCUMENTO ASSINADO DIGITALMENTE NOS TERMOS DA LEI 11.419/2006, CONFORME IMPRESSÃO À MARGEM DIREITA"
3,1,0,1,1,"10010930720238260638","15/01/2024",2024,"Tupi Paulista","Juizado Especial Cível e Criminal","VANDICKSON SOARES EMIDIO","parcial",5000,TRUE,FALSE,FALSE,FALSE,TRUE,"JULGO PROCEDENTE o pedido inicial, para: 1) DECLARAR a inexistência do débito e a inexigibilidade do título nº 20584G (fl. 15), confirmando os efeitos da tutela deferida às fls. 56/58; e 3) CONDENAR o requerido ao pagamento de indenização por danos morais no valor de R$ 5.000,00 (cinco mil reais), acrescidos de correção monetária pela Tabela Prática do Tribunal de Justiça do Estado de São Paulo, a partir da presente data, e juros moratórios de 1% ao mês, a contar do evento danoso (27/04/2023). Oficie-se ao Tabelionato de Notas e de Protesto de Letras e Títulos desta Comarca de Tupi Paulista, d","JULGO PROCEDENTE o pedido inicial, para: 1) DECLARAR a inexistência do débito e a inexigibilidade do título nº 20584G (fl. 15), confirmando os efeitos da tutela deferida às fls. 56/58; e 3) CONDENAR o requerido ao pagamento de indenização por danos morais no valor de R$ 5.000,00 (cinco mil reais), acrescidos de correção monetária pela Tabela Prática do Tribunal de Justiça do Estado de São Paulo, a partir da presente data, e juros moratórios de 1% ao mês, a contar do evento danoso (27/04/2023). Oficie-se ao Tabelionato de Notas e de Protesto de Letras e Títulos desta Comarca de Tupi Paulista, determinando o cancelamento definitivo do protesto de fl. 15, ficando eventuais emolumentos devidos às expensas da parte requerida, diante do protesto indevido. Servirá a presente sentença, digitalmente assinada, como OFÍCIO, podendo a pró"
3,0,1,1,1,"10010973720218260081","23/07/2021",2021,"Adamantina","Juizado Especial Cível e Criminal","Ruth Duarte Menegatti","procedente",5000,FALSE,FALSE,FALSE,FALSE,TRUE,"JULGO PROCEDENTE o pedido feito por ELETROMOTORES ADAMANTINA LTDA-ME, representada pela sócia Iara Gomes Oliveira Alves em face de A R DE ARAÚJO COMUNICAÇÕES (Lista Regional Brasil) para DECLARAR a inexistência e inexigibilidade do ""Contrato de Figuração” nº 45181 L (fls. 61/62), bem como para CONDENÁ-LA a pagar à parte autora, a título de indenização por danos morais, R$ 5.000,00 (cinco mil reais), que deverão ser atualizados monetariamente, a contar da presente data e acrescidos de juros de mora, de 1% ao mês, a contar da citação. Confirmo a tutela deferida a fls. 27/29. Intime-se. Deixo de ","JULGO PROCEDENTE o pedido feito por ELETROMOTORES ADAMANTINA LTDA-ME, representada pela sócia Iara Gomes Oliveira Alves em face de A R DE ARAÚJO COMUNICAÇÕES (Lista Regional Brasil) para DECLARAR a inexistência e inexigibilidade do ""Contrato de Figuração” nº 45181 L (fls. 61/62), bem como para CONDENÁ-LA a pagar à parte autora, a título de indenização por danos morais, R$ 5.000,00 (cinco mil reais), que deverão ser atualizados monetariamente, a contar da presente data e acrescidos de juros de mora, de 1% ao mês, a contar da citação. Confirmo a tutela deferida a fls. 27/29. Intime-se. Deixo de arbitrar verba honorária, na medida em que incabível na espécie (artigo 55, da Lei n. 9.099/95). Oportunamente, arquivem-se os autos com as anotações e cautelas de praxe. P. I. C. Adamantina, 21 de julho de 2021. DOCUMENTO ASSINADO DIGITALMENTE NOS TERMOS DA LEI 11.419/2006, CONFORME IMPRESSÃO À MARGEM DIREITA"
3,1,0,1,1,"10010857720188260291","24/05/2019",2019,"Jaboticabal","Vara do Juizado Especial Cível e Criminal","JORGE LUIS GALVAO","parcial",5000,FALSE,FALSE,FALSE,TRUE,TRUE,"JULGO PARCIALMENTE PROCEDENTE a presente AÇÃO DECLARATÓRIA DE INEXISTÊNCIA DE DÉBITO c.c. RESCISÃO CONTRATUAL COM REPETIÇÃO DE INDÉBITO E INDENIZAÇÃO POR DANOS MORAIS, ajuizada por DROGARIA SANCHES & PONTES LTDA ME em face da empresa A R DE ARAÚJO COMUNICAÇÕES ME para: a) declarar rescindido o contrato celebrado entre as partes e declarar como inexigíveis valores decorrentes de tal contração; b) tornar definitiva a tutela de urgência concedida às fls. 21; c) condenar a parte requerida a restituir ao autor os valores eventualmente cobrados em decorrência do aludido contrato, que deverão ser efe","JULGO PARCIALMENTE PROCEDENTE a presente AÇÃO DECLARATÓRIA DE INEXISTÊNCIA DE DÉBITO c.c. RESCISÃO CONTRATUAL COM REPETIÇÃO DE INDÉBITO E INDENIZAÇÃO POR DANOS MORAIS, ajuizada por DROGARIA SANCHES & PONTES LTDA ME em face da empresa A R DE ARAÚJO COMUNICAÇÕES ME para: a) declarar rescindido o contrato celebrado entre as partes e declarar como inexigíveis valores decorrentes de tal contração; b) tornar definitiva a tutela de urgência concedida às fls. 21; c) condenar a parte requerida a restituir ao autor os valores eventualmente cobrados em decorrência do aludido contrato, que deverão ser efetivamente comprovados nos autos, corrigido monetariamente desde o(s) desembolso(s); d) condenar a requerida a pagar à parte autora, a título de indenização por danos morais, a importância de R$5.000,00 (Cinco mil reais), que deverá ser atualizada monetariamente a partir da presente data. A atualização monetária deverá obedecer os referenciais da Tabela Prática do Tribunal de Justiça. Sobre o valor total deverá ser acrescido juros de mora de 1% ao mês (artigo 406 do CC) a contar da citação (artigo 405 do CC e artigo 219, caput, do CPC). Nos procedimentos do Juizado Especial Cível de "
3,1,1,1,0,"10342890520258260506","14/11/2025",2025,"Ribeirão Preto","11ª Vara Cível","HEBER MENDES BATISTA","procedente",4200,FALSE,FALSE,TRUE,FALSE,TRUE,"JULGO PROCEDENTE o pedido em face de A R DE ARAÚJO COMUNICAÇÕES ME, e o faço para: (a) declarar a nulidade do Contrato de Figuração nº 102406G, firmado em 01/11/2022, reconhecendo a inexistência de relação jurídica válida entre as partes; (b) declarar a inexigibilidade do débito dele decorrente, no valor de R$ 4.200,00 (quatro mil e duzentos reais) ou qualquer outro montante correlato; (c) tornar definitiva a tutela de urgência concedida às fls. 35/40, determinando a sustação definitiva do protesto do título nº 102406G, lavrado no 2º Tabelião de Protesto de Letras e Títulos de Ribeirão Preto/S","JULGO PROCEDENTE o pedido em face de A R DE ARAÚJO COMUNICAÇÕES ME, e o faço para: (a) declarar a nulidade do Contrato de Figuração nº 102406G, firmado em 01/11/2022, reconhecendo a inexistência de relação jurídica válida entre as partes; (b) declarar a inexigibilidade do débito dele decorrente, no valor de R$ 4.200,00 (quatro mil e duzentos reais) ou qualquer outro montante correlato; (c) tornar definitiva a tutela de urgência concedida às fls. 35/40, determinando a sustação definitiva do protesto do título nº 102406G, lavrado no 2º Tabelião de Protesto de Letras e Títulos de Ribeirão Preto/SP, com seu cancelamento definitivo, às expensas da requerida; (d) condenar a requerida a restituir à autora o valor de R$ 1.139,42, corrigido desde o desembolso (16/07/2025) e acrescido de juros de mora a contar da citação. A correção monetária e os juros de mora terão incidência nos termos dos artigos 389 e 406, ambos do Código Civil, com a observância das alterações efetivadas pela Lei n° 14.905/2024, do seguinte modo: (1) até o dia 27/08/2024 (dia anterior à entrada em vigor da Lei n°14.905, de 2024), a correção monetária dar-se-á nos termos da Tabela Prática do Tribunal de Justiça do Estado de São Paulo, com acréscimo de juros de mora de 1% ao mês (12% ao ano); (2) a partir do dia 28/08/2024 (início da vigência da Lei n° 14.905, de 2024), os índices serão os seguintes: (a) IPCA, quando incidir apenas correção monetária; (b) taxa SELIC, com dedução do IPCA, quando incidirem apenas os juros de mora (artigo 406, § 1º, do Código Civil), adotando-se, para este caso, a metodologia divulgada pelo Conselho Monetário Nacional (Resolução nº 5.171, de 2024); (c) taxa SELIC, quando incidir conjuntamente correção monetária e juros de mora, observando-se, quanto aos juros de mora, que incidirão desde a citação. Condeno a ré ao pagamento das custas processuais e honorários advocatícios sucumbenciais, que fixo em 15% sobre o valor da condenação, nos termos do art. 85, § 2º, do Código de Processo Civil. Interposto recurso de apelação, intime-se a parte recorrida para contrarrazões. Certifiquem, se necessário, a respeito do valor do preparo e da quantia efetivamente recolhida (NSCGJ., art. 102, VI), observado o valor da condenação como base de cálculo, com vinculação do documento ao número do processo (NSCGJ. Art. 1093, parágrafo 6º), reservada à instância superior a apreciação de eventuais irregularidades. Após, independente de juízo de admissibilidade, remetam-se os autos ao Egrégio Tribunal de Justiça do Estado de São Paulo, nos termos do art. 1.010, § 3º, do Código de Processo Civil. Oportunamente, cópia desta sentença deverá ser enviada ao 2º Tabelião de Protesto de Letras e Títulos de Ribeirão Preto/SP, comunicando o teor desta decisão. P.I. Ribeirão Preto, 14 de novembro de 2025. HEBER MENDES BATISTA Juiz de Direito (ass. Digital)"
3,2,0,1,0,"10028422920258260302","25/08/2025",2025,"Jaú","1ª Vara Cível","Paula Maria Castro Ribeiro Bressan","parcial",3000,TRUE,FALSE,TRUE,FALSE,TRUE,"JULGO PROCEDENTE a presente ação movida por ALEXANDRE CARROZZA E CIA LTDA em face de A. R. DE ARAÚJO COMUNICAÇÕES ME, o que faço para o fim de declarar a inexistência de relação jurídica entre as partes, a nulidade do contrato de figuração nº 110031 (fls. 103/104) e a inexigibilidade de valores relacionados a esta avença. Condeno a ré à obrigação de não efetuar novas cobranças e novos protestos relativos a esse contrato e a pagar à autora uma indenização por danos morais no valor de R$ 3.000,00, quantia que deverá ser devidamente atualizada com juros de mora de 1% ao mês desde a data do evento","JULGO PROCEDENTE a presente ação movida por ALEXANDRE CARROZZA E CIA LTDA em face de A. R. DE ARAÚJO COMUNICAÇÕES ME, o que faço para o fim de declarar a inexistência de relação jurídica entre as partes, a nulidade do contrato de figuração nº 110031 (fls. 103/104) e a inexigibilidade de valores relacionados a esta avença. Condeno a ré à obrigação de não efetuar novas cobranças e novos protestos relativos a esse contrato e a pagar à autora uma indenização por danos morais no valor de R$ 3.000,00, quantia que deverá ser devidamente atualizada com juros de mora de 1% ao mês desde a data do evento danoso (Súmula 54 do STJ), ou seja, desde a indicação a protesto indevido (18/03/2025 fl. 26), e correção monetária desde a data do arbitramento (Súmula 362 do STJ). Ainda, condeno a requerida a restituir à autora, em dobro, os valores eventualmente pagos, relativos ao contrato em questão, que deverão ser comprovados em cum"
3,2,1,0,0,"10064912820238260510","28/11/2023",2023,"Rio Claro","1ª Vara Cível","Bertholdo Hettwer Lawall","procedente",1540,TRUE,TRUE,FALSE,FALSE,FALSE,"julgo procedentes os pedidos formulados na inicial, resolvendo o mérito na forma do art. 487, I, do CPC, para declarar inexistente a contratação discutida, confirmando a liminar para evitar qualquer inscrição do CNPJ da autora em cadastros de inadimplentes e, por fim, para determinar a restituição à autora da quantia de R$ 1.540,00, com juros e correção pela Tabela Prática desde o pagamento indevido. Custas pela ré. Fixo honorários aos procuradores da autora em 10% do valor corrigido da causa. Sentença publicada e registrada eletronicamente. ","julgo procedentes os pedidos formulados na inicial, resolvendo o mérito na forma do art. 487, I, do CPC, para declarar inexistente a contratação discutida, confirmando a liminar para evitar qualquer inscrição do CNPJ da autora em cadastros de inadimplentes e, por fim, para determinar a restituição à autora da quantia de R$ 1.540,00, com juros e correção pela Tabela Prática desde o pagamento indevido. Custas pela ré. Fixo honorários aos procuradores da autora em 10% do valor corrigido da causa. Sentença publicada e registrada eletronicamente. "
3,2,1,0,0,"10020716420238260482","13/07/2023",2023,"Presidente Prudente","5ª Vara Cível","Sérgio Elorza Barbosa de Moraes","procedente",1300,FALSE,TRUE,TRUE,FALSE,FALSE,"julgo PROCEDENTE a ação movida por LUMIERE VEÍCULOS LTDA contra A. R. DE ARAÚJO COMUNICAÇÕES ME - LISTA REGIONAL BRASIL, nos termos do artigo 487, inciso I, do Código de Processo Civil, para declarar a nulidade do “contrato de figuração nº 101603G” (fls.30) e, em consequência, a inexistência da relação jurídica a ele vinculada, a inexigibilidade do débito cobrado. Torno definitiva a tutela de urgência (fls. 122/123). A requerida responde pelas custas e despesas do processo, bem como pelo pagamento da verba honorária que fixo em R$1.300,00 (hum mil e trezentos reais). ","julgo PROCEDENTE a ação movida por LUMIERE VEÍCULOS LTDA contra A. R. DE ARAÚJO COMUNICAÇÕES ME - LISTA REGIONAL BRASIL, nos termos do artigo 487, inciso I, do Código de Processo Civil, para declarar a nulidade do “contrato de figuração nº 101603G” (fls.30) e, em consequência, a inexistência da relação jurídica a ele vinculada, a inexigibilidade do débito cobrado. Torno definitiva a tutela de urgência (fls. 122/123). A requerida responde pelas custas e despesas do processo, bem como pelo pagamento da verba honorária que fixo em R$1.300,00 (hum mil e trezentos reais). "
3,3,0,0,0,"10058752820258260625","01/07/2025",2025,"Taubaté","4ª Vara Cível","HELIO APARECIDO FERREIRA DE SENA","parcial",1050,TRUE,TRUE,TRUE,FALSE,FALSE,"JULGO PARCIALMENTE PROCEDENTES OS PEDIDOS, resolvendo o mérito da ação na forma do inc. I do art. 487 do CPC, para declarar inexistente a duplicata mercantil por indicação nº 99308G, no valor de R$1.050,00, emitida e vencida no dia 12.03.2025 sacada pela ré contra a autora e, por consequência, determinar o cancelamento do protesto efetivado pelo 1º Tabelião de Protesto de Letras e Títulos desta Comarca no dia 25.03.2025, sob o protocolo nº 21 de 18.03.2025. 4.1. Diante da sucumbência recíproca, noto que a autora sucumbiu em um dos seus três pedidos (declaratório, obrigação de fazer e danos mor","JULGO PARCIALMENTE PROCEDENTES OS PEDIDOS, resolvendo o mérito da ação na forma do inc. I do art. 487 do CPC, para declarar inexistente a duplicata mercantil por indicação nº 99308G, no valor de R$1.050,00, emitida e vencida no dia 12.03.2025 sacada pela ré contra a autora e, por consequência, determinar o cancelamento do protesto efetivado pelo 1º Tabelião de Protesto de Letras e Títulos desta Comarca no dia 25.03.2025, sob o protocolo nº 21 de 18.03.2025. 4.1. Diante da sucumbência recíproca, noto que a autora sucumbiu em um dos seus três pedidos (declaratório, obrigação de fazer e danos morais). Assim, condeno a requerida a pagar 1/3 (um terço) das despesas processuais adiantadas pela autora e a 1/3 (um terço) dos honorários advocatícios do patrono dela, que ora arbitro em 10% (dez por cento) sobre o valor da causa atualizado desde a propositura da demanda até a presente data (proveito econômico obtido), em observância ao §2º do art. 85 do CPC. Nos termos do art. §16 do art. 85 do CPC, o valor dos honorários advocatícios será corrigido monetariamente pelo IPCA a partir da data da prolação desta sentença; e acrescido de juros de mora a partir do trânsito em julgado, calculados pela taxa SELIC nos termos do art. 406 do CC, com a redação dada pela Lei 14.905/2024. 4.2. Em atenção ao disposto no §2º do art. 4º da Lei Estadual 11.608/2003, fixo o valor da causa como a base de cálculo do preparo. 4.3. Com o trânsito em julgado, a) expeça-se mandado ao 1º Tabelionato de Protesto de Letras e Títulos desta Comarca para que proceda ao cancelamento do protesto do título referido no item “4.1” supra, e para que remeta o título protestado ao Juízo caso seja físico, nos termos do §3º do art. 17 da Lei 9.492/97. Faça-se constar que o cum"
3,2,1,0,0,"10030999220238260506","18/03/2024",2024,"Ribeirão Preto","4ª Vara Cível","HEBER MENDES BATISTA","procedente",1050,FALSE,TRUE,FALSE,TRUE,FALSE,"JULGO PROCEDENTE o pedido e declarar nula a duplicata mercantil nº 100136G, no valor de R$ 1.050,00, mantida a liminar, inclusive para determinar a sustação definitiva do protesto, arcando a ré com o pagamento das custas e despesas processuais, corrigidas desde o efetivo desembolso, mais honorários advocatícios dos patronos da autora, que arbitro em R$ 2.000,00, o que faço com fundamento no Art. 85, §§ 2º e 8º, do Código de Processo Civil. P.I. Ribeirão Preto, 18 de março de 2024. HÉBER MENDES BATISTA Juiz de Direito (ass. Digital)","JULGO PROCEDENTE o pedido e declarar nula a duplicata mercantil nº 100136G, no valor de R$ 1.050,00, mantida a liminar, inclusive para determinar a sustação definitiva do protesto, arcando a ré com o pagamento das custas e despesas processuais, corrigidas desde o efetivo desembolso, mais honorários advocatícios dos patronos da autora, que arbitro em R$ 2.000,00, o que faço com fundamento no Art. 85, §§ 2º e 8º, do Código de Processo Civil. P.I. Ribeirão Preto, 18 de março de 2024. HÉBER MENDES BATISTA Juiz de Direito (ass. Digital)"
3,2,1,0,0,"10612528020208260100","19/04/2022",2022,"SÃO PAULO","7ª Vara Cível","Sang Duk Kim","procedente",630,TRUE,TRUE,FALSE,FALSE,FALSE,"JULGO PROCEDENTES os pedidos, com fulcro no artigo 487, I, do Código de Processo Civil, para: a) DECLARAR rescindido o instrumento contratual sob nº 7554G; b) DECLARAR a inexigibilidade do débito oriundo do contrato referido, objeto do apontamento restritivo junto ao cadastrado de inadimplentes mantido pela SERASA, assim como da duplicata mercantil sob nº 7554G, no valor de R$ 630,00, levada a protesto perante o Tabelião de Protestos da Comarca de Cunha, SP, tornando definitiva a tutela de urgência outrora concedida; c) CONDENAR a demandada ao pagamento da importância de R$ 10.000,00 a título ","JULGO PROCEDENTES os pedidos, com fulcro no artigo 487, I, do Código de Processo Civil, para: a) DECLARAR rescindido o instrumento contratual sob nº 7554G; b) DECLARAR a inexigibilidade do débito oriundo do contrato referido, objeto do apontamento restritivo junto ao cadastrado de inadimplentes mantido pela SERASA, assim como da duplicata mercantil sob nº 7554G, no valor de R$ 630,00, levada a protesto perante o Tabelião de Protestos da Comarca de Cunha, SP, tornando definitiva a tutela de urgência outrora concedida; c) CONDENAR a demandada ao pagamento da importância de R$ 10.000,00 a título de compensação financeira pelos danos morais suportados, acrescida de correção monetária a partir do arbitramento e de juros legais de 1% ao mês desde a citação. Em razão da sucumbência da ré GUIA PLUS, condeno-a ao pagamento das custas, despesas processuais e honorários advocatícios que ora arbitro em 10% da condenação, nos termos do artigo 85, § 2º do Código de Processo Civil. Após o trânsito em julgado, servirá a presente sentença como ofício a ser encaminhado pela requerente ao Tabelião de Protestos da Comarca de Cunha, SP, a fim de noticiar o cancelamento definitivo do protesto. P. I. São Paulo, 18/4/2022. SANG DUK KIM JUIZ DE DIREITO (Assinado digitalmente) DOCUMENTO ASSINADO DIGITALMENTE NOS TERMOS DA LEI 11.419/2006, CONFORME IMPRESSÃO À MARGEM DIREITA"
3,1,1,1,0,"10817327420238260100","22/11/2023",2023,"SÃO PAULO","15ª Vara Cível","VICTOR GARMS GONCALVES","procedente",NA,FALSE,TRUE,FALSE,FALSE,TRUE,"JULGO PROCEDENTE a ação movida por Vecol Veiculos Ltda em face de A R de Araújo Comunicações-me (Guia Plus), e o faço com fundamento no artigo 487, inciso I, do Código de Processo Civil para para DECLARAR a inexistência da relação jurídica contratual entre as partes e, consequentemente, inexigível qualquer cobrança relacionada à contratação, confirmando a tutela de urgência concedida. Em razão da sucumbência, condeno a parte requerida em custas, despesas processuais e honorários advocatícios fixados em 10% do valor da causa, na forma do artigo 85,§ 2ª, CPC. Em consequência, julgo o feito extin","JULGO PROCEDENTE a ação movida por Vecol Veiculos Ltda em face de A R de Araújo Comunicações-me (Guia Plus), e o faço com fundamento no artigo 487, inciso I, do Código de Processo Civil para para DECLARAR a inexistência da relação jurídica contratual entre as partes e, consequentemente, inexigível qualquer cobrança relacionada à contratação, confirmando a tutela de urgência concedida. Em razão da sucumbência, condeno a parte requerida em custas, despesas processuais e honorários advocatícios fixados em 10% do valor da causa, na forma do artigo 85,§ 2ª, CPC. Em consequência, julgo o feito extinto, nos termos do artigo 487, inciso I, do Código de Processo Civil. Restam as partes advertidas que eventuais embargos de declaração com efeitos de mera reapreciação do quanto decidido serão tidos como protelatórios, podendo ser apenados com as sanções do artigo 1.026, §2º, do Código de Processo. Certificado o trânsito em julgado, nada mais sendo requerido, arquivem-se os autos observadas as formalidades legais. P.I.C. São Paulo, data da assinatura digital."
